Target Distance (in),Hood Angle (deg),Shot Exit Velocity (ips),Flywheel Command Speed (ips)
504,61.9,NaN,NaN
504,56.9,NaN,NaN
504,51.9,NaN,NaN
504,46.9,NaN,NaN
504,41.9,NaN,NaN
504,36.9,NaN,NaN
504,31.9,458.71,655.14
505,76.9,NaN,NaN
505,71.9,NaN,NaN
505,66.9,NaN,NaN
505,61.9,NaN,NaN
505,56.9,NaN,NaN
505,51.9,NaN,NaN
505,46.9,NaN,NaN
505,41.9,NaN,NaN
505,36.9,NaN,NaN
505,31.9,459.20,656.22
506,76.9,NaN,NaN
506,71.9,NaN,NaN
506,66.9,NaN,NaN
506,61.9,NaN,NaN
506,56.9,NaN,NaN
506,51.9,NaN,NaN
506,46.9,NaN,NaN
506,41.9,NaN,NaN
506,36.9,NaN,NaN
506,31.9,459.69,657.30
507,76.9,NaN,NaN
507,71.9,NaN,NaN
507,66.9,NaN,NaN
507,61.9,NaN,NaN
507,56.9,NaN,NaN
507,51.9,NaN,NaN
507,46.9,NaN,NaN
507,41.9,NaN,NaN
507,36.9,NaN,NaN
507,31.9,460.18,658.38
508,76.9,NaN,NaN
508,71.9,NaN,NaN
508,66.9,NaN,NaN
508,61.9,NaN,NaN
508,56.9,NaN,NaN
508,51.9,NaN,NaN
508,46.9,NaN,NaN
508,41.9,NaN,NaN
508,36.9,NaN,NaN
508,31.9,460.67,659.46
509,76.9,NaN,NaN
509,71.9,NaN,NaN
509,66.9,NaN,NaN
509,61.9,NaN,NaN
509,56.9,NaN,NaN
509,51.9,NaN,NaN
509,46.9,NaN,NaN
509,41.9,NaN,NaN
509,36.9,NaN,NaN
509,31.9,461.16,660.54
510,76.9,NaN,NaN
510,71.9,NaN,NaN
510,66.9,NaN,NaN
510,61.9,NaN,NaN
510,56.9,NaN,NaN
510,51.9,NaN,NaN
510,46.9,NaN,NaN
510,41.9,NaN,NaN
510,36.9,NaN,NaN
510,31.9,461.65,661.62
511,76.9,NaN,NaN
511,71.9,NaN,NaN
511,66.9,NaN,NaN
511,61.9,NaN,NaN
511,56.9,NaN,NaN
511,51.9,NaN,NaN
511,46.9,NaN,NaN
511,41.9,NaN,NaN
511,36.9,NaN,NaN
511,31.9,462.14,662.70
512,76.9,NaN,NaN
512,71.9,NaN,NaN
512,66.9,NaN,NaN
512,61.9,NaN,NaN
512,56.9,NaN,NaN
512,51.9,NaN,NaN
512,46.9,NaN,NaN
512,41.9,NaN,NaN
512,36.9,NaN,NaN
512,31.9,462.64,663.78
513,76.9,NaN,NaN
513,71.9,NaN,NaN
513,66.9,NaN,NaN
513,61.9,NaN,NaN
513,56.9,NaN,NaN
513,51.9,NaN,NaN
513,46.9,NaN,NaN
513,41.9,NaN,NaN
513,36.9,NaN,NaN
513,31.9,463.13,664.86
514,76.9,NaN,NaN
514,71.9,NaN,NaN
514,66.9,NaN,NaN
514,61.9,NaN,NaN
514,56.9,NaN,NaN
514,51.9,NaN,NaN
514,46.9,NaN,NaN
514,41.9,NaN,NaN
514,36.9,NaN,NaN
514,31.9,463.62,665.95
515,76.9,NaN,NaN
515,71.9,NaN,NaN
515,66.9,NaN,NaN
515,61.9,NaN,NaN
515,56.9,NaN,NaN
515,51.9,NaN,NaN
515,46.9,NaN,NaN
515,41.9,NaN,NaN
515,36.9,NaN,NaN
515,31.9,464.11,667.03
516,76.9,NaN,NaN
516,71.9,NaN,NaN
516,66.9,NaN,NaN
516,61.9,NaN,NaN
516,56.9,NaN,NaN
516,51.9,NaN,NaN
516,46.9,NaN,NaN
516,41.9,NaN,NaN
516,36.9,NaN,NaN
516,31.9,464.60,668.11
517,76.9,NaN,NaN
517,71.9,NaN,NaN
517,66.9,NaN,NaN
517,61.9,NaN,NaN
517,56.9,NaN,NaN
517,51.9,NaN,NaN
517,46.9,NaN,NaN
517,41.9,NaN,NaN
517,36.9,NaN,NaN
517,31.9,465.09,669.19
518,76.9,NaN,NaN
518,71.9,NaN,NaN
518,66.9,NaN,NaN
518,61.9,NaN,NaN
518,56.9,NaN,NaN
518,51.9,NaN,NaN
518,46.9,NaN,NaN
518,41.9,NaN,NaN
518,36.9,NaN,NaN
518,31.9,465.58,670.27
519,76.9,NaN,NaN
519,71.9,NaN,NaN
519,66.9,NaN,NaN
519,61.9,NaN,NaN
519,56.9,NaN,NaN
519,51.9,NaN,NaN
519,46.9,NaN,NaN
519,41.9,NaN,NaN
519,36.9,NaN,NaN
519,31.9,466.07,671.35
520,76.9,NaN,NaN
520,71.9,NaN,NaN
520,66.9,NaN,NaN
520,61.9,NaN,NaN
520,56.9,NaN,NaN
520,51.9,NaN,NaN
520,46.9,NaN,NaN
520,41.9,NaN,NaN
520,36.9,NaN,NaN
520,31.9,466.56,672.43
521,76.9,NaN,NaN
521,71.9,NaN,NaN
521,66.9,NaN,NaN
521,61.9,NaN,NaN
521,56.9,NaN,NaN
521,51.9,NaN,NaN
521,46.9,NaN,NaN
521,41.9,NaN,NaN
521,36.9,NaN,NaN
521,31.9,467.05,673.51
522,76.9,NaN,NaN
522,71.9,NaN,NaN
522,66.9,NaN,NaN
522,61.9,NaN,NaN
522,56.9,NaN,NaN
522,51.9,NaN,NaN
522,46.9,NaN,NaN
522,41.9,NaN,NaN
522,36.9,NaN,NaN
522,31.9,467.54,674.59
523,76.9,NaN,NaN
523,71.9,NaN,NaN
523,66.9,NaN,NaN
523,61.9,NaN,NaN
523,56.9,NaN,NaN
523,51.9,NaN,NaN
523,46.9,NaN,NaN
523,41.9,NaN,NaN
523,36.9,NaN,NaN
523,31.9,468.03,675.68
524,76.9,NaN,NaN
524,71.9,NaN,NaN
524,66.9,NaN,NaN
524,61.9,NaN,NaN
524,56.9,NaN,NaN
524,51.9,NaN,NaN
524,46.9,NaN,NaN
524,41.9,NaN,NaN
524,36.9,NaN,NaN
524,31.9,468.52,676.76
525,76.9,NaN,NaN
525,71.9,NaN,NaN
525,66.9,NaN,NaN
525,61.9,NaN,NaN
525,56.9,NaN,NaN
525,51.9,NaN,NaN
525,46.9,NaN,NaN
525,41.9,NaN,NaN
525,36.9,NaN,NaN
525,31.9,469.01,677.84
526,76.9,NaN,NaN
526,71.9,NaN,NaN
526,66.9,NaN,NaN
526,61.9,NaN,NaN
526,56.9,NaN,NaN
526,51.9,NaN,NaN
526,46.9,NaN,NaN
526,41.9,NaN,NaN
526,36.9,NaN,NaN
526,31.9,469.50,678.92
527,76.9,NaN,NaN
527,71.9,NaN,NaN
527,66.9,NaN,NaN
527,61.9,NaN,NaN
527,56.9,NaN,NaN
527,51.9,NaN,NaN
527,46.9,NaN,NaN
527,41.9,NaN,NaN
527,36.9,NaN,NaN
527,31.9,469.99,680.00
528,76.9,NaN,NaN
528,71.9,NaN,NaN
528,66.9,NaN,NaN
528,61.9,NaN,NaN
528,56.9,NaN,NaN
528,51.9,NaN,NaN
528,46.9,NaN,NaN
528,41.9,NaN,NaN
528,36.9,NaN,NaN
528,31.9,470.42,681.29
529,76.9,NaN,NaN
529,71.9,NaN,NaN
529,66.9,NaN,NaN
529,61.9,NaN,NaN
529,56.9,NaN,NaN
529,51.9,NaN,NaN
529,46.9,NaN,NaN
529,41.9,NaN,NaN
529,36.9,NaN,NaN
529,31.9,470.85,682.58
530,76.9,NaN,NaN
530,71.9,NaN,NaN
530,66.9,NaN,NaN
530,61.9,NaN,NaN
530,56.9,NaN,NaN
530,51.9,NaN,NaN
530,46.9,NaN,NaN
530,41.9,NaN,NaN
530,36.9,NaN,NaN
530,31.9,471.29,683.87
531,76.9,NaN,NaN
531,71.9,NaN,NaN
531,66.9,NaN,NaN
531,61.9,NaN,NaN
531,56.9,NaN,NaN
531,51.9,NaN,NaN
531,46.9,NaN,NaN
531,41.9,NaN,NaN
531,36.9,NaN,NaN
531,31.9,471.72,685.16
532,76.9,NaN,NaN
532,71.9,NaN,NaN
532,66.9,NaN,NaN
532,61.9,NaN,NaN
532,56.9,NaN,NaN
532,51.9,NaN,NaN
532,46.9,NaN,NaN
532,41.9,NaN,NaN
532,36.9,NaN,NaN
532,31.9,472.15,686.45
533,76.9,NaN,NaN
533,71.9,NaN,NaN
533,66.9,NaN,NaN
533,61.9,NaN,NaN
533,56.9,NaN,NaN
533,51.9,NaN,NaN
533,46.9,NaN,NaN
533,41.9,NaN,NaN
533,36.9,NaN,NaN
533,31.9,472.58,687.74
534,76.9,NaN,NaN
534,71.9,NaN,NaN
534,66.9,NaN,NaN
534,61.9,NaN,NaN
534,56.9,NaN,NaN
534,51.9,NaN,NaN
534,46.9,NaN,NaN
534,41.9,NaN,NaN
534,36.9,NaN,NaN
534,31.9,473.01,689.03
535,76.9,NaN,NaN
535,71.9,NaN,NaN
535,66.9,NaN,NaN
535,61.9,NaN,NaN
535,56.9,NaN,NaN
535,51.9,NaN,NaN
535,46.9,NaN,NaN
535,41.9,NaN,NaN
535,36.9,NaN,NaN
535,31.9,473.45,690.32
536,76.9,NaN,NaN
536,71.9,NaN,NaN
536,66.9,NaN,NaN
536,61.9,NaN,NaN
536,56.9,NaN,NaN
536,51.9,NaN,NaN
536,46.9,NaN,NaN
536,41.9,NaN,NaN
536,36.9,NaN,NaN
536,31.9,473.88,691.61
537,76.9,NaN,NaN
537,71.9,NaN,NaN
537,66.9,NaN,NaN
537,61.9,NaN,NaN
537,56.9,NaN,NaN
537,51.9,NaN,NaN
537,46.9,NaN,NaN
537,41.9,NaN,NaN
537,36.9,NaN,NaN
537,31.9,474.31,692.90
538,76.9,NaN,NaN
538,71.9,NaN,NaN
538,66.9,NaN,NaN
538,61.9,NaN,NaN
538,56.9,NaN,NaN
538,51.9,NaN,NaN
538,46.9,NaN,NaN
538,41.9,NaN,NaN
538,36.9,NaN,NaN
538,31.9,474.74,694.19
539,76.9,NaN,NaN
539,71.9,NaN,NaN
539,66.9,NaN,NaN
539,61.9,NaN,NaN
539,56.9,NaN,NaN
539,51.9,NaN,NaN
539,46.9,NaN,NaN
539,41.9,NaN,NaN
539,36.9,NaN,NaN
539,31.9,475.17,695.48
540,76.9,NaN,NaN
540,71.9,NaN,NaN
540,66.9,NaN,NaN
540,61.9,NaN,NaN
540,56.9,NaN,NaN
540,51.9,NaN,NaN
540,46.9,NaN,NaN
540,41.9,NaN,NaN
540,36.9,NaN,NaN
540,31.9,475.61,696.77
541,76.9,NaN,NaN
541,71.9,NaN,NaN
541,66.9,NaN,NaN
541,61.9,NaN,NaN
541,56.9,NaN,NaN
541,51.9,NaN,NaN
541,46.9,NaN,NaN
541,41.9,NaN,NaN
541,36.9,NaN,NaN
541,31.9,476.04,698.06
542,76.9,NaN,NaN
542,71.9,NaN,NaN
542,66.9,NaN,NaN
542,61.9,NaN,NaN
542,56.9,NaN,NaN
542,51.9,NaN,NaN
542,46.9,NaN,NaN
542,41.9,NaN,NaN
542,36.9,NaN,NaN
542,31.9,476.47,699.35
543,76.9,NaN,NaN
543,71.9,NaN,NaN
543,66.9,NaN,NaN
543,61.9,NaN,NaN
543,56.9,NaN,NaN
543,51.9,NaN,NaN
543,46.9,NaN,NaN
543,41.9,NaN,NaN
543,36.9,NaN,NaN
543,31.9,476.90,700.65
544,76.9,NaN,NaN
544,71.9,NaN,NaN
544,66.9,NaN,NaN
544,61.9,NaN,NaN
544,56.9,NaN,NaN
544,51.9,NaN,NaN
544,46.9,NaN,NaN
544,41.9,NaN,NaN
544,36.9,NaN,NaN
544,31.9,477.33,701.94
545,76.9,NaN,NaN
545,71.9,NaN,NaN
545,66.9,NaN,NaN
545,61.9,NaN,NaN
545,56.9,NaN,NaN
545,51.9,NaN,NaN
545,46.9,NaN,NaN
545,41.9,NaN,NaN
545,36.9,NaN,NaN
545,31.9,477.77,703.23
546,76.9,NaN,NaN
546,71.9,NaN,NaN
546,66.9,NaN,NaN
546,61.9,NaN,NaN
546,56.9,NaN,NaN
546,51.9,NaN,NaN
546,46.9,NaN,NaN
546,41.9,NaN,NaN
546,36.9,NaN,NaN
546,31.9,478.20,704.52
547,76.9,NaN,NaN
547,71.9,NaN,NaN
547,66.9,NaN,NaN
547,61.9,NaN,NaN
547,56.9,NaN,NaN
547,51.9,NaN,NaN
547,46.9,NaN,NaN
547,41.9,NaN,NaN
547,36.9,NaN,NaN
547,31.9,478.63,705.81
548,76.9,NaN,NaN
548,71.9,NaN,NaN
548,66.9,NaN,NaN
548,61.9,NaN,NaN
548,56.9,NaN,NaN
548,51.9,NaN,NaN
548,46.9,NaN,NaN
548,41.9,NaN,NaN
548,36.9,NaN,NaN
548,31.9,479.06,707.10
549,76.9,NaN,NaN
549,71.9,NaN,NaN
549,66.9,NaN,NaN
549,61.9,NaN,NaN
549,56.9,NaN,NaN
549,51.9,NaN,NaN
549,46.9,NaN,NaN
549,41.9,NaN,NaN
549,36.9,NaN,NaN
549,31.9,479.49,708.39
550,76.9,NaN,NaN
550,71.9,NaN,NaN
550,66.9,NaN,NaN
550,61.9,NaN,NaN
550,56.9,NaN,NaN
550,51.9,NaN,NaN
550,46.9,NaN,NaN
550,41.9,NaN,NaN
550,36.9,NaN,NaN
550,31.9,479.93,709.68
551,76.9,NaN,NaN
551,71.9,NaN,NaN
551,66.9,NaN,NaN
551,61.9,NaN,NaN
551,56.9,NaN,NaN
551,51.9,NaN,NaN
551,46.9,NaN,NaN
551,41.9,NaN,NaN
551,36.9,NaN,NaN
551,31.9,480.36,710.97
552,76.9,NaN,NaN
552,71.9,NaN,NaN
552,66.9,NaN,NaN
552,61.9,NaN,NaN
552,56.9,NaN,NaN
552,51.9,NaN,NaN
552,46.9,NaN,NaN
552,41.9,NaN,NaN
552,36.9,NaN,NaN
552,31.9,480.79,712.26
553,76.9,NaN,NaN
553,71.9,NaN,NaN
553,66.9,NaN,NaN
553,61.9,NaN,NaN
553,56.9,NaN,NaN
553,51.9,NaN,NaN
553,46.9,NaN,NaN
553,41.9,NaN,NaN
553,36.9,NaN,NaN
553,31.9,481.22,713.55
554,76.9,NaN,NaN
554,71.9,NaN,NaN
554,66.9,NaN,NaN
554,61.9,NaN,NaN
554,56.9,NaN,NaN
554,51.9,NaN,NaN
554,46.9,NaN,NaN
554,41.9,NaN,NaN
554,36.9,NaN,NaN
554,31.9,481.66,714.84
555,76.9,NaN,NaN
555,71.9,NaN,NaN
555,66.9,NaN,NaN
555,61.9,NaN,NaN
555,56.9,NaN,NaN
555,51.9,NaN,NaN
555,46.9,NaN,NaN
555,41.9,NaN,NaN
555,36.9,NaN,NaN
555,31.9,482.09,716.13
556,76.9,NaN,NaN
556,71.9,NaN,NaN
556,66.9,NaN,NaN
556,61.9,NaN,NaN
556,56.9,NaN,NaN
556,51.9,NaN,NaN
556,46.9,NaN,NaN
556,41.9,NaN,NaN
556,36.9,NaN,NaN
556,31.9,482.52,717.42
557,76.9,NaN,NaN
557,71.9,NaN,NaN
557,66.9,NaN,NaN
557,61.9,NaN,NaN
557,56.9,NaN,NaN
557,51.9,NaN,NaN
557,46.9,NaN,NaN
557,41.9,NaN,NaN
557,36.9,NaN,NaN
557,31.9,482.95,718.71
558,76.9,NaN,NaN
558,71.9,NaN,NaN
558,66.9,NaN,NaN
558,61.9,NaN,NaN
558,56.9,NaN,NaN
558,51.9,NaN,NaN
558,46.9,NaN,NaN
558,41.9,NaN,NaN
558,36.9,NaN,NaN
558,31.9,483.38,720.00
